 Mrs. Frederick Joel (Margaret Welles Barron) Swift, 08
 Miss. Marie Grice Young, 08
 Miss. Constance Willard, 08
 Mrs. Alexander Oskar (Mary Aline Towner) Holverson, 08
 Dr. Alice (Farnham) Leader, 08
 Miss. Ellen Toomey, 09
 Mrs. Samuel (Jane Laver) Herman, 09
 Mr. Juha Niskanen, 09
 Mrs. Ernest H (Elizabeth Lindsey James) Lines, 09
 Mrs. James (Elizabeth ""Bessie"" Inglis Milne) Watt, 09
 Miss. Marion Wright, 09
 Mr. Charles Wilhelms, 09
 Mme. Leontine Pauline Aubart, 09
 Ms. Encarnacion Reynaldo, 09
 Miss. Mary Conover Lines, 09
 Mr. Charles Hallace (""Mr C Rolmane"") Romaine, 09
 Mr. Berk (Berk Trembisky) Pickard, 09
 Miss. Kate Buss, 09
 Mlle. Emma Sagesser, 09
 Mr. Emilio Pallas y Castello, 09
 Miss. Bertha J Watt, 09
 Mr. Sidney C Stuart Collett, 09
 Mr. Julian Padro y Manent, 09
 Mrs. Florence ""Fannie Kelly, 09
 Miss. Kate Herman, 09
 Mrs. (Rosa) Pinsky, 09
 Mr. George (""George Arthur Brayton"") Bradley, 09
 Mr. Juho Stranden, 09
 Miss. Alice Herman, 09
 Miss. Marion Elsie Smith, 09
 Miss. Nora A Keane, 10
 Mrs. Samuel (Hannah Wizosky) Abelson, 10
 Miss. Olga Elida Lundin, 10
 Master. Andre Mallet, 10
 Mrs. John James (Florence Louise Long) Ware, 10
 Miss. Kornelia Theodosia Andrews, 10
 Master. Marshall Brines Drew, 10
 Mrs. John C (Anna Andrews) Hogeboom, 10
 Miss. Elizabeth Gladys ""Millvina Dean, 10
 Mrs. Albert (Antoinette Magnin) Mallet, 10
 Mrs. Mark (Mary McDougald) Fortune, 10
 Mrs. Bertram (Eva Georgetta Light) Dean, 10
 Mr. Neshan Krekorian, 10
 Mr. Masabumi Hosono, 10
 Miss. Alice Elizabeth Fortune, 10
 Miss. Constance Mirium West, 10
 Miss. Anna Sinkkonen, 10
 Miss. Mabel Helen Fortune, 10
 Mrs. Daniel Warner (Mary Graham Carmichael Farquarson) Marvin, 10
 Mrs. (Ada E Hall) Ball, 10
 Miss. Gretchen Fiske Longley, 10
 Mrs. James Vivian (Lulu Thorne Christian) Drew, 10
 Mrs. Leopold (Mathilde Francoise Pede) Weisz, 10
 Mrs. Percival (Florence Kate White) Thorneycroft, 10
 Master. Bertram Vere Dean, 10
 Miss. Barbara J West, 10
 Mrs. Edwy Arthur (Ada Mary Worth) West, 10
 Miss. Ethel Flora Fortune, 10
 Mrs. Stephen (Annie Margaret Hill) Hold, 10
 Mrs. Frederick Charles (Jane Richards) Quick, 11
 Mrs. Allen Oliver (Nellie E Baumgardner) Becker, 11
 Mrs. Amin S (Marie Marthe Thuillard) Jerwan, 11
 Miss. Alice Cleaver, 11
 Miss. Marion Louise Becker, 11
 Master. Hudson Trevor Allison, 11
 Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"") Phillips, 11
 Mr. Theodore de Mulder, 11
 Mr. Julius Sap, 11
 Miss. Amelia ""Mildred Brown, 11
 Miss. Annie Jessie ""Nina Harper, 11
 Miss. Jessie Wills Leitch, 11
 Mrs. William Baird (Alice Munger) Silvey, 11
 Miss. Winifred Vera Quick, 11
 Mr. Jan Baptist Sheerlinck, 11
 Mr. Philipp Edmund Mock, 11
 Master. Philip Frank Aks, 11
 Mrs. Claus Peter (Jennie L Howard) Hansen, 11
 Mrs. (Elizabeth Ramell) Nye, 11
 Mrs. William A (Florence ""Mary"" Agnes Hughes) Angle, 11
 Miss. Edith Louise Rosenbaum, 11
 Miss. Maude Sincock, 11
 Master. Richard F Becker, 11
 Miss. Phyllis May Quick, 11
 Mrs. Paul (Emma Mock) Schabert, 11
 Miss. Emily Rugg, 12
 Mrs. William (Imanita Parrish Hall) Shelley, 12
 Miss. Alice Frances Louisa Phillips, 12
 Miss. Lilian W Bentham, 12
 Miss. Asuncion Duran y More, 12
 Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn, 12
 Mr. Peter Henry Renouf, 12
 Miss. Florentina Duran y More, 12
 Mrs. (Alice Frances) Christy, 12
 Mrs. (Lutie Davis) Parrish, 12
 Mr. Gurshon ""Gus Cohen, 12
 Mrs. Sebastiano (Argenia Genovesi) del Carlo, 12
 Miss. Julie Rachel Christy, 12
 Mrs. Sinai (Miriam Sternin) Kantor, 12
 Miss. Susan Webber, 12
 Miss. Ethel Garside, 12
 Miss. Bertha Lehmann, 12
 Miss. Dagmar Jenny Ingeborg  Bryhl, 12
 Miss. Laura Alice Cribb, 12
 Miss. Lucy Ridsdale, 13
 Miss. Anna Sofia Nysten, 13
 Mr. Fridtjof Arne Madsen, 13
 Miss. Kate Connolly, 13
 Miss. Ruth Elizabeth Becker, 13
 Miss. Hanora ""Norah O'Leary, 13
 Mr. Johan Cervin Svensson, 13
 Mr. Percy Thomas Oxenham, 13
 Mrs. Sam (Leah Rosen) Aks, 13
 Miss. Virginia Ethel Emanuel, 13
 Mr. Einar Gervasius Karlsson, 13
 Master. Alden Gates Caldwell, 13
 Miss. Hilda Mary Slayter, 13
 Mr. Bernt Johannesen-Bratthammer, 13
 Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell, 13
 Mrs. (Mary D Kingcome)  Hewlett, 13
 Miss. Marguerite Rut Sandstrom, 13
 Mr. Choong Foo, 13
 Mrs. Edward (Ethel Clarke) Beane, 13
 Mr. Lawrence Beesley, 13
 Miss. Johanna ""Hannah Riordan, 13
 Master. Artur Karl Olsen, 13
 Miss. Mary Davis, 13
 Dr. Washington Dodge, 13
 Miss. Mary McGovern, 13
 Miss. Mary Agatha Glynn, 13
 Mr. Albert Francis Caldwell, 13
 Miss. Bridget Delia Bradley, 13
 Mr. Daniel Buckley, 13
 Miss. Beatrice Irene Sandstrom, 13
 Miss. Julia Smyth, 13
 Mr. Edward Beane, 13
 Miss. Aurora Adelia Landergren, 13
 Miss. Helmina Josefina Nilsson, 13
 Mr. Johan Charles Asplund, 13
 Miss. Brigdet Delia McDermott, 13
 Mrs. Guillaume Joseph (Emma) de Messemaeker, 13
 Miss. Elizabeth Dowdell, 13
 Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom, 13
 Mr. David Vartanian, 13 15
 Mr. Gunnar Isidor Tenglin, 13 15
 Mr. Eugene Patrick Daly, 13 15 B
 Miss. Sara Rebecca Compton, 14
 Miss. Edith Eileen Brown, 14
 Mrs. Alexander Taylor (Mary Eliza Ingersoll) Compton, 14
 Mrs. Charles V (Ada Maria Winfield) Clarke, 14
 Mrs. William Edward (Lillian E Thorpe) Minahan, 14
 Mrs. Arthur Henry (""Addie"" Dart Trevaskis) Wells, 14
 Miss. Marjorie ""Lottie Collyer, 14
 Mrs. (Amelia Milley) Lemore, 14
 Miss. Madeleine Violet Mellinger, 14
 Mrs. Harvey (Charlotte Annie Tate) Collyer, 14
 Master. John Morgan Jr Davies, 14
 Mr. William Fisher Hoyt, 14
 Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche, 14
 Mr. Charles Eugene Williams, 14
 Mrs. (Elizabeth Anne Maidment) Mellinger, 14
 Mrs. (Beila) Moor, 14
 Mr. Fang Lang, 14
 Mrs. Alexander (Thamine ""Thelma"") Thomas, 14
 Master. Ralph Lester Wells, 14
 Master. Meier Moor, 14
 Mrs. John Morgan (Elizabeth Agnes Mary White)  Davies, 14
 Miss. Nellie Walcroft, 14
 Miss. Eva Miriam Hart, 14
 Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown, 14
 Miss. Louise Laroche, 14
 Mrs. (Selena Rogers) Cook, 14
 Mrs. Benjamin (Esther Ada Bloomfield) Hart, 14
 Miss. Daisy E Minahan, 14
 Miss. Joan Wells, 14
 Miss. Clear Annie Cameron, 14
 Mr. Emilio Ilario Giuseppe Portaluppi, 14
 Miss. Simonne Marie Anne Andree Laroche, 14
 Mr. Edward Ryan, 14
 Mrs. Alexander (Helga E Lindqvist) Hirvonen, 15
 Mr. Eino William Lindqvist, 15
 Mr. William Henry Tornquist, 15
 Miss. Eleanor Ileen Johnson, 15
 Miss. Hildur E Hirvonen, 15
 Mr. Karl Edwart Dahl, 15
 Mrs. Pekka Pietari (Elin Matilda Dolck) Hakkarainen, 15
 Mr. Harry (""Mr E Haven"") Homer, 15
 Mr. Karl Albert Midtsjo, 15
 Miss. Margaret Marcella ""Maggie Daly, 15
 Mr. Oskar Arvid Hedman, 15
 Mr. Ernst Ulrik Persson, 15
 Mr. Ivan Jalsevac, 15
 Mr. Thure Edvin Lundstrom, 15
 Miss. Manca Karun, 15
 Mr. Eiriik Jussila, 15
 Mrs. Carl Oscar (Selma Augusta Emilia Johansson) Asplund, 15
 Mr. Nassef Cassem Albimona, 15
 Mr. Abraham August Johannes Abrahamsson, 15
 Mr. Johan Julian Sundman, 15
 Master. Harold Theodor Johnson, 15
 Miss. Margaret ""Maggie Madigan, 15
 Mr. Guillaume Joseph de Messemaeker, 15
 Mr. Hanna Mamee, 15
 Miss. Lillian Gertrud Asplund, 15
 Mr. Luigi Finoli, 15
 Mrs. (Hedwig) Turkula, 15
 Master. Edvin Rojj Felix Asplund, 15
 Mr. Franz Karun, 15
 Mr. George Harris, 15
 Miss. Bertha E Mulvihill, 15
 Mr. Oskar Leander Johansson Palmquist, 15
 Mr. Nikola Lulic, 15
 Mr. Hanna Assi Barah, 15
 Miss. Anna Sofia Turja, 15
 Mr. Carl Jonsson, 15
 Mrs. Oscar W (Elisabeth Vilhelmina Berg) Johnson, 15
 Miss. Catherine ""Katie McCarthy, 15 16
 Miss. Karen Marie Abelseth, 16
 Miss. Margareth Mannion, 16
 Miss. Katherine ""Katie Gilnagh, 16
 Miss. Helen ""Ellen Carr, 16
 Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson) Dyker, 16
 Miss. Lyyli Karoliina Silven, 16
 Mr. Bernard McCoy, 16
 Miss. Margaret Jane Murphy, 16
 Miss. Anna Katherine ""Annie Kate Kelly, 16
 Miss. Helen Mary ""Ellie Mockler, 16
 Miss. Katherine ""Kate Murphy, 16
 Mrs. Thomas Henry (Mary E Finck) Davison, 16
 Master. Assad Alexander Thomas, 16
 Miss. Agnes McCoy, 16
 Miss. Hanora ""Nora Healy, 16
 Miss. Katherine ""Katie Mullens, 16
 Miss. Nora Murphy, 16
 Miss. Edwina Celia ""Winnie Troutt, 16
 Mrs. Lizzie (Elizabeth Anne Wilkinson) Faunthorpe, 16
 Miss. Anna Sofia Sjoblom, 16
 Miss. Carla Christine Nielsine Andersen-Jensen, 16
 Miss. Alicia McCoy, 16
 Miss. Bertha Moran, 16
 Mrs. Edvard Bengtsson (Elin Gerda Persson) Lindell, A
 Mr. Richard Norris II Williams, A
 Mr. Carl Olof Jansson, A
 Mr. Edvard Bengtsson Lindell, A
 Mr. Olaus Jorgensen Abelseth, A
 Mr. Thomson Beattie, A
 Mr. Oscar Wilhelm Olsson, A
 Mr. August Edvard (""Wennerstrom"") Andersson, A
 Mrs. Stanton (Rosa Hunt) Abbott, A
 Mr. Arthur Keefe, A
 Mr. George Alexander Lucien Rheims, A
 Mr. Edward Arthur Dorking, B
 Mr. Patrick O'Keefe, B
 Mr. William John Mellors, B
 Mr. Victor Francis Sunderland, B
 Mr. Abraham (David Lishin) Harmer, B
 Col. Archibald IV Gracie, B
 Mr. Albert Johan Moss, B
 Mr. Algernon Henry Wilson Barkworth, B
 Mr. John Borland Jr Thayer, B
 Mrs. Fatima Masselmani, C
 Miss. Jamila Nicola-Yarred, C
 Miss. Sarah A Roth, C
 Miss. Velin Ohman, C
 Miss. Hilda Maria Hellstrom, C
 Miss. Margaret Delia Devaney, C
 Master. Georges Youssef Touma, C
 Miss. Anna Kristine Salkjelsvik, C
 Mr. William Ernest Carter, C
 Mrs. Darwis (Hanne Youssef Razi) Touma, C
 Miss. Marie Catherine Baclini, C
 Miss. Banoura Ayoub, C
 Mr. Sahid Nakid, C
 Miss. Eugenie Baclini, C
 Mr. Antoni Yasbeck, C
 Master. Michael J Peter, C
 Mrs. Solomon (Latifa Qurban) Baclini, C
 Mr. Abraham Hyman, C
 Mrs. George (Omine ""Amenia"" Alexander) Moubarek, C
 Mrs. Mariana (""Miriam"") Assaf Khalil, C
 Miss. Helene Barbara Baclini, C
 Mr. Ali Lam, C
 Mrs. George Joseph (Shawneene Abi-Saab) Whabee, C
 Miss. Emily Louisa Badman, C
 Mr. Joseph Bruce Ismay, C
 Miss. Maria Youssef Touma, C
 Master. Elias Nicola-Yarred, C
 Master. Gerios Moubarek, C
 Miss. Adele Kiamie ""Jane Najib, C
 Mr. Ling Hee, C
 Mr. Chang Chip, C
 Miss. May Elizabeth Howard, C
 Master. Halim Gonios (""William George"") Moubarek, C
 Mrs. Joseph (Sophie Halaut Easu) Abrahim, C
 Mr. Lee Bing, C
 Mrs. Said (Waika ""Mary"" Mowad) Nakid, C
 Miss. Amy Zillah Elsie Stanley, C
 Miss. Maria (""Mary"") Nakid, C
 Master. Frank John William ""Frankie Goldsmith, C D
 Mrs. Frank John (Emily Alice Brown) Goldsmith, C D
 Mr. Frederick Maxfield Hoyt, D
 Mrs. Catherine (Catherine Rizk) Peter, D
 Mr. Mauritz Hakan Bjornstrom-Steffansson, D
 Mrs. Jacques Heath (Lily May Peel) Futrelle, D
 Master. Michel M Navratil, D
 Mr. Hugh Woolner, D
 Miss. Bridget O'Driscoll, D
 Miss. Erna Alexandra Andersson, D
 Miss. Anna Peter, D
 Miss. Annie Jermyn, D
 Mrs. Gertrude Maybelle Thorne, D
 Mr. Joseph Duquemin, D
 Mrs. Frederick Maxfield (Jane Anne Forby) Hoyt, D
 Miss. Berta Olivia Nilsson, D
 Mrs. Edward Dale (Charlotte Lamson) Appleton, D
 Miss. Mary Kelly, D
 Master. Edmond Roger Navratil, D
 Mrs. John Murray (Caroline Lane Lamson) Brown, D
 Mrs. Henry Birkhardt (Irene Wallach) Harris, D
 Mr. Karl Alfred Backstrom, D
